Site,Structure,Root Code,SV,Saleable,Barcode,Description,Barcode Component,SV,Description Component,Quantity,Saleable
11252,46170,102696565,1,Y ,8994993021703,GARNIER SAKURA SLEEPING 7ML *6 ,8994993021086,0,การ์นิเย่ซากุระไวท์สลีปปิ้ง7มล ,6,Y 
11252,46170,102722920,1,Y ,6923700941579,การ์นิเย่เซรั่มมาส์กไวท์อัพ 10 ,6923700941531,0,การ์นิเย่ มาส์กไวท์อัพ25ก. ,10,Y 
11252,46170,102768023,1,Y ,8858882901500,WBPจุฬาเฮิร์บลองแกนเมลาสม่า P6 ,8858882901494,0,จุฬาเฮิร์บ ลองแกน เมลาสม่า 8ก ,6,Y 
11252,46170,102776785,1,Y ,8859214829011,WBPมิซึมิ เปปไทด์แอคเน่เจล4กP6 ,8859214809013,0,มิซึมิ เปปไทด์ แอคเน่ เจล 4 ก. ,6,N 
11252,46170,102812015,1,N ,4800888960146,WBPพอนด์สไบรท์เซรั่ม6กP6 ,4800888193940,0,พอนด์สไบรท์ชมพูเซรั่ม6ก ,6,N 
11252,46170,102812015,2,N ,18851932412718,พอนด์สไบรท์ชมพูเซรั่ม6กP6 ,4800888193940,0,พอนด์สไบรท์ชมพูเซรั่ม6ก ,144,N 
11252,46170,102829365,1,Y ,6923700964714,ลอรีอัล ไมโครเอสเซนสมาสก แพ๊ค5 ,6923700964677,0,ลอรีอัลไมโครเอสเซนส์มาส์ก ,5,Y 
11252,46170,102831015,1,Y ,4005805308623,นีเวียซันอินสแตนท์ออร่า 7มลP6 ,42397793,0,นีเวียซันอินสแตนท์ออร่า 7มล ,6,Y 
11252,46170,102837645,1,N ,8994993021635,WBPการ์นิเย่ไลท์บูสเตอร์75มลP6 ,8994993021017,0,การ์นิเย่ ไลท์บูสเตอร์7.5 ,6,N 
11252,46170,102837646,1,Y ,8994993025534,WBPการ์นิเย่ซากุระไวท์7.5มลP6 ,8994993025527,0,การ์นิเย่ ซากุระไวท์บูสเตอ7.5 ,6,Y 
11252,46170,102837647,1,N ,8994993027927,WBPการ์นิเย่เอจเลสบูสเตอร7มลP6 ,8994993027910,0,การ์นิเย่ เอจเลสบูสเตอร์ซอง7มล ,6,Y 
11252,46170,102837648,1,Y ,8859497300061,WBPซิสต้าร์วอเตอร์เมลอนอีอีP6 ,8859497300054,0,ซิสต้าร์ วอเตอร์เมลอนอีอีครีม ,6,N 
11252,46170,102837649,1,N ,8859497301655,ซิสต้าร์ แรดิชเมลาสม่าเซรั่มP6 ,8859497301648,0,ซิสต้าร์ แรดิช เมลาสม่า เซรั่ม ,6,N 
11252,46170,102844408,1,N ,8994993010530,WBPการ์นิเย่ไลท์คอมพลีท 7มล.P ,8850434197416,0,การ์นิเย่ไลท์คอมพลีทยูวี 7มล. ,6,Y 
11252,46170,102852290,1,N ,4902430683296,โอเลย์โททัล7IN1 7ก.แพ็ค6 ,4902430683111,0,โอเลย์ โททัลเอฟเฟคเดย์SPF15 7ก ,6,N 
11252,46170,102852290,2,N ,14902430683118,โอเลย์โททัล7IN1 7ก. ลัง ,4902430683111,0,โอเลย์ โททัลเอฟเฟคเดย์SPF15 7ก ,144,N 
11252,46170,102852291,2,N ,14902430683309,โอเลย์โททัลไนท์ 7 IN 1 7ก.ลัง ,4902430683302,0,โอเลย์ โททัลเอฟเฟคไนท์7ก. ,144,N 
11252,46170,102852291,1,N ,4902430683319,โอเลย์โททัลไนท์ 7 IN 1 7ก.P6 ,4902430683302,0,โอเลย์ โททัลเอฟเฟคไนท์7ก. ,6,N 
11252,46170,102852292,1,N ,4902430683395,โอเลย์โททัลเดลี่7IN1 7กP6 ,4902430683326,0,โอเลย์ โททัลเอฟเฟคซีรั่ม 7ก. ,6,N 
11252,46170,102852292,2,N ,14902430683323,โอเลย์โททัลเดลี่7IN1 7ก ลัง ,4902430683326,0,โอเลย์ โททัลเอฟเฟคซีรั่ม 7ก. ,144,N 
11252,46170,102860132,1,Y ,4005805335254,นีเวียซัน ซีแอนด์อี#50 7มลP6 ,42418023,0,นีเวียซัน ซีแอนด์อี#50 7มล ,6,Y 
11252,46170,102860790,1,Y ,8859497302584,WBPสมูทโตะโยเกิร์ตพลัสเจลP6 ,8859497302577,0,สมูทโตะโยเกิร์ตพลัสซูทติ้งเจล ,6,Y 
11252,46170,102860791,1,Y ,8859497302560,WBPสมูทโตะโทเมโทBBCCซันสกรีนP6 ,8859497302553,0,สมูทโตะโทเมโทบีบีซีซีซันสกรีน ,6,Y 
11252,46170,102892894,1,Y ,6923700981711,การ์นิเย่แอนตี้-แอคเน่ มาส์ก10 ,6923700981230,0,การ์นิเย่ แอนตี้-แอคเนมาส์ก6มล ,10,Y 
11252,46170,102892898,2,N ,24987176064404,โอเลย์โททัลสปอตเลส7ก.ลัง ,4987176064400,0,โอเลย์ โททัลสปอตเลส เซรั่ม 7ก. ,144,N 
11252,46170,102892898,1,N ,4987176076595,โอเลย์โททัลสปอตเลส7ก.P6 ,4987176064400,0,โอเลย์ โททัลสปอตเลส เซรั่ม 7ก. ,6,N 
11252,46170,102923165,1,Y ,6923700994933,ลอรีอัล ไกลโคลิค มาส์ก แพ๊ค5 ,6923700990478,0,LOR DERM ไกลโคลิค มาส์ก ,5,Y 
11252,46170,102925972,1,N ,8859214829035,WBPมิซึมิ แอคเน่ เคลย์ 6ก P6 ,8859214809037,0,MIZUMI แอคเน่ เคลย์ 6ก ,6,N 
11252,46170,102925973,1,N ,8859214829028,WBPมิซึมิบีทรีแอคเน่เซรั่ม6กP6 ,8859214809020,0,MIZUMI บีทรี แอคเน่ เซรั่ม 6ก ,6,N 
11252,46170,102932368,1,N ,8858845319366,เซนต์เซรัมรังไหม-กุหลาบ10มลP6 ,8858845319397,0,เซนต์เซรัมรังไหม-กุหลาบ10มล ,6,N 
11252,46170,102932369,1,N ,8858845319373,เซนต์บอดี้เซรัมรังไหม 10มลP6 ,8858845319298,0,เซนต์บอดี้เซรัม รังไหม 10มล ,6,N 
11252,46170,102932370,1,N ,8858845318475,WBPเซนต์ครีมทาหน้าไข่มุก 8กP6 ,8858845318468,0,เซนต์ครีมทาหน้าไข่มุก 8ก ,6,N 
11252,46170,102932371,1,N ,8858845319380,WBPเซนต์เซรัมเฟชียลทองคำ10มลP6 ,8858845319311,0,เซนต์เซรัมเฟชียลทองคำ10มล ,6,N 
11252,46170,102938452,1,Y ,4005805328423,นีเวีย ซัน ออยล์ คอนโทรล 7มลP6 ,42417507,0,นีเวีย ซัน ออยล์ คอนโทรล 7มล ,6,Y 
11252,46170,102943396,1,Y ,6923700995220,WBPการ์นิเย่วิตามินซี1.5มลP6 ,6923700991529,0,การ์นิเย่ วิตามินซีแอมพูล1.5มล ,6,Y 
11252,46170,102946019,1,N ,8850822010754,WBPเค.เอ.เอจจิ้งเดย์ครีม 8ก.P6 ,8850822010747,0,เค.เอ.เอจจิ้ง เดย์ ครีม 8ก. ,6,N 
11252,46170,102947852,1,Y ,8859497303406,WBPสมูทโตะโทเมโทซูเปอร์ไว P6 ,8859497303390,0,สมูทโตะโทเมโทซูเปอร์ไวท์เซรัม ,6,Y 
11252,46170,102963972,1,N ,8994993018321,WBPแอนตีแอคเน่ เซรั่ม7.5มล.P6 ,8994993021000,0,GNRแอนตีแอคเน่ เซรั่ม7.5มล. ,6,Y 
11252,46170,102991110,1,N ,4005805406596,นีเวียไบรท์C&HYAเซรัมครีม7มลP6 ,8850029038650,0,นีเวียไบรท์ C&HYA เซรัมครีม7มล ,6,N 
11252,46170,102991905,1,N ,8859497303031,WBPสมูทโตะไฮยาซีซันสกรีน30กP6 ,8859497303024,0,สมูทโตะ ไฮยา ซี ไบร์ท ซันสกรีน ,6,N 
11252,46170,103022527,1,Y ,8859214829080,WBPมิซึมิเอเอชแอคเน่เซรั่ม6กP6 ,8859214809082,0,มิซึมิเอเอชเอแอคเน่ เซรั่ม6ก ,6,Y 
11252,46170,103022528,1,N ,8859214829110,WBPมิซึมิยูวีแอคเน่เซรั่ม 6กP6 ,8859214809112,0,มิซึมิ ยูวี แอคเน่ เซรั่ม 6 ก ,6,Y 
11252,46170,103023004,1,N ,8859214829103,WBPมิซึมิ ไฮยาแอคเน่เซรั่ม6กP6 ,8859214809105,0,มิซึมิ ไฮยา แอคเน่ เซรั่ม 6 ก ,6,N 
11252,46170,103044535,1,Y ,4987176221810,WBPโอเลย์ไนอะซินาไมด์เดย์7กP6 ,4987176213785,0,โอเลย์ RG ไนอะซินาไมด์ เดย์ 7ก ,6,Y 
11252,46170,103044536,1,Y ,4987176221797,WBPโอเลย์ไนอะซินาไมด์ไนท์7กP6 ,4987176213778,0,โอเลย์ RG ไนอะซินาไมด์ไนท์ 7ก. ,6,Y 
11252,46170,103044537,1,Y ,4987176221766,WBPโอเลย์ซินาไมด์ซีรั่ม6กP6 ,4987176213761,0,โอเลย์RGไนอะซินาไมด์ ซีรั่ม6มล ,6,Y 
11252,46170,103049338,1,N ,8850822010778,WBPเคเอเอจจิ้งไนท์ 8ก.P6 ,8850822010761,0,KA เอจจิ้ง ไนท์ 8 กรัม ,6,N 
11252,46170,103066123,1,Y ,8851932461337,WBPพอนด์สไบรท์เดย์ครีมSPF6ก.P6 ,8851932461320,0,พอนด์ส ไบรท์เดย์ครีมSPF306.5ก ,6,Y 
11252,46170,103066124,1,Y ,8851932461375,PONDS CLARITY CRM SPF15 6.5G*6 ,8851932461368,0,พอนด์ส ไบรท์เดย์ครีมSPF156.5ก ,6,Y 
11252,46170,103066130,1,Y ,8851932461757,WBPพอนด์สเอจยูธเดย์ครีม6กรัมP6 ,8851932461740,0,พอนด์ส เอจ ยูธ เดย์ครีม6ก ,6,Y 
11252,46170,103066133,1,Y ,8851932464246,WBPพอนด์สเอจยูธไนท์เซรั่ม7ก.P6 ,8851932464239,0,พอนด์ส เอจ ยูธ ไนท์เซรั่ม7ก ,6,Y 
11252,46170,103130629,1,Y ,8859572400976,BP_กาล่า คอลล่า-ซี เฟิร์มมาส์ก ,8859572400969,0,กาล่า คอลล่า-ซี เฟิร์ม มาส์ก30 ,10,Y 
11252,46170,103130630,1,Y ,8859572401003,BP_กาล่า ชิก้า-ซี ชูทติ้งมาส์ก ,8859572400990,0,กาล่า ชิก้า-ซี ชูทติ้ง มาส์ก30 ,10,Y 
11252,46170,103168153,1,Y ,28852522242552,BP_กาล่า ไบร์ท&เคลียร์ เซรั่ม ,8852522242558,0,กาล่า ไบร์ท&เคลียร์ เซรั่ม 7มล ,10,N 
11252,46170,103168154,1,Y ,28852522242583,BP_กาล่า แอนตี้ เอจจิ้ง เซรั่ม ,8852522242589,0,กาล่า แอนตี้ เอจจิ้ง เซรั่ม7มล ,10,N 
11252,46170,103168155,1,Y ,28852522242613,BP_กาล่า แอคเน่ เอสเซ้นส์70มล. ,8852522242619,0,กาล่า แอคเน่ เคลียร์ เอสเซ้นส์ ,10,N 
11252,46170,103168156,1,Y ,28852522242644,BP_กาล่าซันสกรีน เอสพีเอส50 ,8852522242640,0,กาล่า ซันสกรีน เอสพีเอส50 7มล. ,10,N 
11252,46170,103168157,1,Y ,28852522242675,BP_กาล่า ไบร์ท เดย์ ครีม70มล. ,8852522242671,0,กาล่า ไบร์ท เดย์ ครีม 7มล. ,10,N 
11252,46170,103168158,1,Y ,28852522242859,BP_กาล่า แอดวานซ์ ไนท์ เซรั่ม ,8852522242855,0,กาล่า แอดวานซ์ ไนท์ เซรั่ม 7มล ,10,N 
11252,46170,103168159,1,Y ,28852522242705,BP_กาล่า ไวท์ เฟเซียล โลชั่น ,8852522242701,0,กาล่า ไวท์ เฟเซียล โลชั่น 7มล. ,10,N 
11252,46170,103168160,1,Y ,18857125009352,BP_กาล่าDBโทนอัพ เอสพีเอฟ 50+ ,8857125009355,0,กาล่าDBโทนอัพ เอสพีเอฟ 50+ 7ก. ,10,Y 
11252,46170,103168161,1,Y ,18857125009369,BP_กาล่าDBไบร์ท&เคลียร์เซรั่ม ,8857125009362,0,กาล่าDBไบร์ท&เคลียร์ เซรั่ม 7ก ,10,Y 
11252,46170,103168162,1,Y ,18857125009406,BP_กาล่าDBสลีปปิ้ง มาส์ก 70ก. ,8857125009409,0,กาล่าDBสลีปปิ้ง มาส์ก 7กรัม ,10,Y 
11252,46170,103168163,1,Y ,18857125009383,BP_กาล่าDBแอคเน่ เคลียรึ 70ก. ,8857125009386,0,กาล่าDBแอคเน่เคลีย เอสเซ้นส์7ก ,10,Y 
11252,46170,103168164,1,Y ,18857125009376,BP_กาล่าDBสกิน บูสเตอร์ เซรั่ม ,8857125009379,0,กาล่าDBสกิน บูสเตอร์ เซรั่ม 7ก ,10,Y 
11252,46170,103168165,1,Y ,18857125009390,BP_กาล่าDBแอนตี้แอคเน่เจล 70ก. ,8857125009393,0,กาล่าDBแอนตี้ แอคเน่ เจล 7กรัม ,10,Y 
11252,46170,103168166,1,Y ,18857125009413,BP_กาล่าDBแอคเน่ เคลย์มาส์ก70ก ,8857125009416,0,กาล่าDBแอคเน่ เคลย์ มาส์ก 7ก. ,10,Y 
11252,46170,103194073,1,Y ,8859572401379,BP_กาล่า เอ็กซ์ โทนอัพมาส์กP10 ,8859572401362,0,กาล่า เอ็กซ์ โทนอัพ มาส์ก 30มล ,10,Y 
11252,46170,103194074,1,Y ,8859572401409,BP_กาล่า เอ็กซ ไบร์ท มาส์ก P10 ,8859572401393,0,กาล่า เอ็กซ ไบร์ท มาส์ก 30มล. ,10,Y 
11252,46170,103194075,1,Y ,8859572401430,BP_กาล่า เอ็กซ์ รีแพร์มาส์กP10 ,8859572401423,0,กาล่า เอ็กซ์ รีแพร์ มาส์ก 30มล ,10,Y 
11252,46170,103194076,1,Y ,8859572401461,BP_กาล่า เอ็กซ์ซูทติ้งมาส์กP10 ,8859572401454,0,กาล่า เอ็กซ์ ซูทติ้ง มาส์ก30มล ,10,Y 
11252,46170,103194077,1,Y ,8859572401492,BP_กาล่า เอ็กซ์ แอคเน่มาส์กP10 ,8859572401485,0,กาล่า เอ็กซ์ แอคเน่ มาส์ก30มล. ,10,Y 
11252,46170,103194078,1,Y ,8859572401522,BP_กาล่า เอ็กซ์ พอร์ มาส์ก P10 ,8859572401515,0,กาล่า เอ็กซ์ พอร์ มาส์ก 30มล. ,10,Y 
11252,46170,103194079,1,Y ,8859572401553,BP_กาล่า เอ็กซ์ สกิน มาส์ก P10 ,8859572401546,0,กาล่า เอ็กซ์ สกิน มาส์ก 30มล. ,10,Y 
11252,46170,103262677,1,Y ,8994993034802,การ์นิเย่คลินิคอลเซรั่ม7.5มลX6 ,8994993034451,0,การ์นิเย่คลินิคอลเซรั่ม 7.5มล ,6,Y 
11252,46180,100848091,1,Y ,8850029205342,WBPนีเวียเมน EPไวท์โฟม50กP3 ,4005808888351,0,นีเวียเอ็กซตร้าไวท์โฟม50ก. ,3,N 
11252,46180,100943322,1,N ,8850029204611,WBPนีเวียเมนไวท์ออยโฟม50กP3 ,4005808888689,0,นีเวียไวท์แอคเน่โฟม50ก. ,3,Y 
11252,46180,101999990,2,N ,8850029000800,WBPนีเวียเมน แอคเน่โฟม50กP3 ,8850029000794,0,นีเวียฟอร์เมนแอคเน่ออยล์มัลติเอฟเฟคเอทโฟม50มล ,3,Y 
11252,46180,102001814,1,Y ,8850434029120,WBPการ์นิเย่เมนแอคโนไฟทโฟม50P3 ,8992304016967,0,กานิเย่เมนแอคโนไฟท์โฟม50มล ,3,Y 
11252,46180,102059314,1,Y ,7319470012158,นีเวียเมน EPW มัดโฟม50กP3 ,7319470012141,0,นีเวียเอ็กซตร้าไวท์มัดโฟม50ก. ,3,Y 
11252,46180,102167451,1,Y ,8850434056720,GNMแอคโนวาซาบิโฟม50มลP3 ,8992304039607,0,GNMแอคโนไฟวาซาบิโฟม50มล ,3,Y 
11252,46180,102226152,1,Y ,8850434075219,GNMพาวเวอร์ไวท์โฟม50P3 ,8992304047411,0,กานิเย่เมน พาวเวอไวท โฟม 50มล. ,3,Y 
11252,46180,102253778,1,Y ,8850029016337,WBPนีเวียเมนคิวเทนเซรั่ม8มลP6 ,8850029016320,0,นีเวียคิวเทน#30เซรั่ม8มล. ,6,N 
11252,46180,102394477,1,Y ,8850029015774,WBPนีเวียเมนไวท์SPF30 8มลP6 ,8850029015767,0,นีเวียเมนเอ็กตร้าไบร SPF30 7มล ,6,Y 
11252,46180,102394478,1,Y ,8850029016351,WBPนีเวียเมนไวท์ออยล์ครีม7มลP6 ,8850029016344,0,นีเวียเมน ไบรท์ออยล์เซรั่ม 7มล ,6,Y 
11252,46180,102685959,1,Y ,8850434093817,WBPการ์นิเย่เมนเพาเวอไวท์7P6 ,8992304056116,0,กานิเย่เมนพาวเวอร์ไวท์ครีม 7มล ,6,N 
11252,46180,102685961,1,Y ,8994993029372,WBPการ์นิเย่เมนแอคโนครีมซอง7P6 ,8994993029365,0,กานิเย่เมนแอคโนเซรั่ม7มล ซอง ,6,Y 
11252,46180,102686162,1,Y ,8994993034833,WBPการ์นิเย่เมนเทอโบไลครีม7P6 ,8992304018503,0,กานิเย่เมนเทอโบเซรั่ม7มล ซอง ,6,Y 
11252,46180,102826651,1,Y ,8850029016436,WBPนีเวียเมนเอ็กตร้าไบร 7มลP6 ,8850029016429,0,นีเวียเมนเอ็กตร้าไบร SPF50 7มล ,6,Y 
11252,46180,102882517,1,Y ,8994993021802,WBPการ์นิเย่เทอร์โบไบรท์ 7มลP6 ,8994993021185,0,GMN เทอร์โบไบรท์ 7 มล ,6,Y 
11252,46180,102958724,1,Y ,8994993021796,WBPการ์นิเย่เทอร์โบเซรั่ม7มลP6 ,8994993021178,0,GNM เทอร์โบบูสเซรั่ม 7มล ,6,Y 
11252,46180,102991119,1,N ,4005805415673,นีเวียเมน C&HYAเอจเซรั่ม7มลP6 ,8850029039268,0,นีเวียเมน C&HYAเอจเซรั่ม7มล ,6,Y 
11252,46180,103009346,1,N ,4005805416526,นีเวียเมนแอนตี้4D SPF30 7มลP6 ,8850029039343,0,นีเวียเมนแอนตี้โฟร์ดีSPF30 7มล ,6,Y 
11252,46220,100615842,1,Y ,8850006911570,BPยาสีฟันคอลเกตริ้วใสเย็น40P12(MP) ,8850006274019,0,WBPคอลเกตยาสีฟันใสเย็น 40ก. ,12,Y 
11252,46230,102241136,1,N ,4902430427333,WBPรีจอยส์ครีมบำรุง3IN1 70มลP6 ,4902430396622,0,รีจอยช์ครีมนวด3อิน1 60มลx6x8 ,6,Y 
11252,47010,100617020,1,N ,28850092266374,WBPไฮยีนปรับผ้านุ่ม650Mม่วงP24 ,8850092266332,0,ไฮยีนปรับผ้านุ่ม ม่วง 500 มล. ,24,Y 
11252,47010,100617054,1,N ,28850092263373,น้ำยาปรับผ้านุ่มไฮยีน650MLสีฟ้า*24 ,8850092264369,0,ไฮยีนปรับผ้านุ่ม ฟ้า 500 มล. ,24,Y 
11252,47010,100617097,2,N ,28851989030597,WBPไฟน์ไลนปรัผ้นุ580มลม่วงถP24 ,8851989030593,0,ไฟน์ไลน์ปรับผ้านุ่มม่วง470มล. ,24,Y 
11252,47010,100617104,2,N ,28851989030399,WBPไฟน์ไลน์ปรับผ้า600มลชมถ.P24 ,8851989030395,0,ไฟน์ไลน์ปรับผ้านุ่มชมพู470มล. ,24,Y 
11252,47010,100617226,1,Y ,2001022014424,ไฟน์ไลน์รีดเรียบ 500มล แพ็ค3 ,8851989030425,0,ไฟน์ไลน์รีดผ้าเรียบ500 มล.ชมพู ,3,Y 
11252,47010,100617233,1,N ,8850002906471,WBPเอสเซ้นตซักผ้า400มลสีชมพูP3 ,8850002011946,0,เอสเซ้นต์ซักผ้าชมพู400มล ,3,Y 
11252,47010,100760161,2,N ,28851989030764,WBPไฟนไลนปรัผ้นุ่580มลแดงถุP24 ,8851989030760,0,ไฟน์ไลน์ปรับผ้านุ่มแดง470มล. ,24,Y 
11252,47010,100760162,1,N ,2001009741077,BPไฟน์ไลน์ปรับผ้านุ่ม600P3(ขาว) ,8851989030791,0,ไฟน์ไลน์ปรับผ้านุ่มขาว470มล. ,3,Y 
11252,47010,100760162,2,N ,28851989030795,ไฟน์ไลน์ปรับผ้านุ่ม600มล(ขาว)ถุง*24 ,8851989030791,0,ไฟน์ไลน์ปรับผ้านุ่มขาว470มล. ,24,Y 
11252,47010,100822754,1,N ,8851989930909,ไฟน์ไลนรีดเรียบสีม่วง550มลP3 ,8851989030906,0,ไฟน์ไลน์รีดผ้าเรียบ450 มล.ม่วง ,3,Y 
11252,47010,100875883,1,Y ,8851932131100,BPคอมฟอร์ทเข้มข้นเงิน550CC.P3(M) ,8851932131117,0,คอมฟอร์ทริช550CC.สีเงิน(M) ,3,N 
11252,47010,100960876,1,N ,18851932181607,WBPบรีสเอกเซล 75ก.P144 ,8851932172028,0,WBPบรีสเอกเซล 75ก.P12 ,12,Y 
11252,47010,100961062,1,N ,18851932160688,โอโมพลัส105G*144 ,8851932172011,0,WBPโอโมพลัสผงซักฟอก 85ก P12 ,12,Y 
11252,47010,100998516,1,N ,18851932214947,WBPบรีสคอมฟอร 800P12 ,8851932187763,0,บรีสเอกเซล ชมพู 750 กรัม ,12,Y 
11252,47010,100998525,1,N ,18851932214664,WBPบรีสเอกเซล 850P12 ,8851932187831,0,บรีสเอกเซล 750 กรัม ,12,Y 
11252,47010,100999865,1,N ,18851932247587,WBPโอโมผงซักฟอก2700กรัม P6 ,8851932188074,0,โอโม 2400ก ,6,Y 
11252,47010,101010614,1,Y ,8850969364536,BIGCซักฟอกเครื่องฝาหน้า1300P12 ,8850969364383,0,BIGCซักฟอกเครื่องฝาหน้า1300ก ,12,N 
11252,47010,101015620,1,N ,18851932183144,คอมฟอร์มาตรฐานฟ้า500มล3*8 ,8851932191265,0,คอมฟอร์ทมาตรฐานฟ้า500มลP3 ,8,Y 
11252,47010,101015662,1,N ,18851932183168,คอมฟอร์มาตรฐานชมพู500มล3*8 ,8851932191289,0,คอมฟอร์ทมาตรฐานชมพู500มลP3 ,8,Y 
11252,47010,101015675,1,Y ,18851932183175,คอมฟอร์มาตรฐานม่วง500มล3*8 ,8851932191296,0,คอมฟอร์ทมาตรฐานม่วง500มลP3 ,8,Y 
11252,47010,101040998,1,N ,8851932197847,คอมฟอร์ทอัลตร้าสีฟ้า300มล.P3 ,8851932197854,0,คอมฟอร์ทอัลตร้าสีฟ้า 300มล ,3,N 
11252,47010,101055928,1,Y ,8850969365168,BIGCผงขจัดคราบด้วยป.O2 220กP12 ,8850969365144,0,BIGCผงขจัดคราบด้วยป.O2 220ก ,12,N 
11252,47010,101061246,1,N ,8851932204712,WBPโอโมพลัสผงซักฟอก 220กP6 ,8851932204729,0,โอโมพลัส 210ก ,6,Y 
11252,47010,101071381,1,Y ,8850969365182,BIGCผลิตภัณฑ์ผงขจัดคราบ450กP12 ,8850969365175,0,BIGC ผลิตภัณฑ์ผงขจัดคราบ 450ก ,12,N 
11252,47010,101351123,1,Y ,8851932235549,BPบรีส เอกเซล ลิควิด 800 มล. ถุงเติม แพ็ค 2 ,8851932230490,0,บรีสน้ำอัลตร้าเขียว 550มล ,2,Y 
11252,47010,101351123,2,N ,18851932382011,WBPบรีสลิควิด 750มล.P12 ,8851932230490,0,บรีสน้ำอัลตร้าเขียว 550มล ,12,Y 
11252,47010,101399743,1,N ,18851932223215,WBPโอโมผงซักฟอก 150ก.P72 ,8851932230285,0,WBPโอโม ผงซักฟอก 150กร.P12 ,6,Y 
11252,47010,101872800,1,Y ,8850092232603,ไฮยีนอัดกลีบ 550 มล. ซอง สีชมพู X3 ,8850092232511,0,ไฮยีนอัดกลีบซองชมพู500มล ,3,Y 
11252,47010,101934651,1,N ,18851932257036,WBPบรีสคอมฟอท 700P12 ,8851932272414,0,บรีสน้ำฟลอรัลชมพู 550มล ,12,Y 
11252,47010,102076871,1,N ,18851932232170,คอมฟอร์ทสูตรมาตรฐานแดง500มลP24 ,8851932288095,0,คอมฟอร์ทมาตรฐานแดง500มลP3 ,8,Y 
11252,47010,102175940,1,Y ,8858718700710,WBPแฮปปี้ปรับผ้าเซนออฟ 3.5P4 ,8858718768314,0,HPปรับผ้านุ่มเซนออฟพรีเชอร์3.5 ,4,N 
11252,47010,102175954,1,Y ,8850969369715,BIGC ผลิตภัณฑ์ซักผ้า 3.5ลิตรP4 ,8850969369388,0,BIGC ผลิตภัณฑ์ซักผ้า 3.5ลิตร ,4,N 
11252,47010,102175957,1,N ,102175957,BIGCผลิตภัณฑ์ซักผ้าเด็ก3.5ล.P4 ,102175957,0,BIGC ผลิตภัณฑ์ซักผ้าเด็ก 3.5ลิตร ,4,N 
11252,47010,102260758,1,Y ,8850563993934,MAXAผ.ซักผ้าเข้มข้นชมพู750 P12 ,8850563991879,0,MAXA ผ.ซักผ้าเข้มข้นฟลอรัล750 ,12,Y 
11252,47010,102260761,1,Y ,8850563993996,MAXAผ.ซักผ้าเข้มข้นเขียว750P12 ,8850563992876,0,MAXA ผลิตภัณฑ์ซักผ้าเข้มข้น750 ,12,N 
11252,47010,102530319,1,Y ,4902430748308,WBPดาวน์นี่ ซันไรส์เฟร110มลP3 ,4902430740883,0,ดาวน์นี่น้ำยาปรับซันไรส์ 110มล. ,3,Y 
11252,47010,102620423,1,Y ,8858718700321,HPซักผ้าเลิฟออฟฟลาวเวอ700*2P12 ,8858718730205,0,HP ซักผ้าเลิฟออฟฟลาวเวอร์700*2 ,12,N 
11252,47010,102620424,1,Y ,8858718700338,HP น้ำยาซักผ้าสวีทไวโอเลต700*2 ,8858718730212,0,HP น้ำยาซักผ้าสวีทไวโอเลต700*2 ,12,N 
11252,47010,102663946,1,N ,102663946,HPปรับผ้านุ่มสโนว์เฟรช3.5ล P4 ,102663946,0,HPปรับผ้านุ่มสโนว์เฟรช3.5ล ,4,N 
11252,47010,102663947,1,Y ,8858718700697,HPปรับผ้านุ่มสโนว์เฟรช600มลP24 ,8858718768536,0,HPปรับผ้านุ่มสโนว์เฟรช600มล ,24,N 
11252,47010,102693129,1,Y ,18851932412831,คอมฟอร์ทสูตรมาตรฐานขาว500มลP24 ,8851932407540,0,คอมฟอร์ทสูตรมาตรฐานขาว500มลP3 ,8,Y 
11252,47010,102719880,1,Y ,8858718700505,MAXAผ้านุ่มเซ็นทออฟเลิฟ650 P24 ,8858718768574,0,MAXAผ้านุ่มเซ็นทออฟเลิฟ650มล ,24,Y 
11252,47010,102719881,1,Y ,8858718700475,MAXAผ้านุ่มฟลาวเวอรี่ซอฟ650P24 ,8858718768604,0,MAXAผ้านุ่มฟลาวเวอรี่ซอฟท์650 ,24,N 
11252,47010,102719882,1,N ,8858718700482,WBPแมกซ่าผ้านุ่มเซ็ออฟเลิ3.5P4 ,8858718768581,0,MAXAผ้านุ่มเซ็นทออฟเลิฟ3.5ล. ,4,N 
11252,47010,102719883,1,Y ,8858718700512,WBPแมกซ่าผ้านุ่ฟลาเวอรีซอ3.5P4 ,8858718768611,0,MAXAผ้านุ่มฟลาวเวอรี่ซอฟท์3.5ล ,4,N 
11252,47010,102794639,1,N ,8851932363754,WBPคอมฟอร์ทอัลตร้าฟ้า 20มล P24 ,8851932363730,0,คอมฟอร์ทอัลตร้าฟ้า22มล ,24,Y 
11252,47010,102811978,1,N ,8850092252076,ไฮยีน ซักผ้าเลิฟลี่ 30มลแพ็ค12 ,8850092252052,0,ไฮยีน ซักผ้าเลิฟลี่ 30มล ,12,N 
11252,47010,102811979,1,N ,8850092256074,ไฮยีน ซักผ้ามอร์นิ่ง30มลแพ็ค12 ,8850092256050,0,ไฮยีน ซักผ้ามอร์นิ่ง30มล ,12,N 
11252,47010,102926210,1,N ,18850969379995,กรีนเน่ น้ำยาซักผ้เด็3000P4 ,8850969379998,0,กรีนเนน้ำยาซักผ้าเด็ก3000มล ,4,N 
