Site,Structure,Root Code,SV,Saleable,Barcode,Description,Barcode Component,SV,Description Component,Quantity,Saleable
11252,44010,102827639,1,Y ,8855199461178,WBPแฟนต้า สตรอ 1ลิตร P12 ,8855199161177,0,แฟนต้าน้ำแดง1ลิตร ,12,Y 
11252,44010,102827640,1,Y ,8855199461185,WBPแฟนต้า ฟรุตพันช์ 1ลิตร P12 ,8855199161184,0,แฟนต้าน้ำเขียว1ลิตร ,12,Y 
11252,44010,102827641,1,N ,8855199461079,WBPโค้ก ไม่มีน้ำตาล 1ลิตร P12 ,8855199161078,0,โค้กไม่มีน้ำตาล1ลิตร ,12,Y 
11252,44010,102829452,1,Y ,8851959002193,BPโค้กไม่มีน้ำตาล&ส้ม1.5ลP12 ,8851959002155,0,โค้กไม่มีน้ำตาลกลิ่นส้ม1.5ลิตร ,12,N 
11252,44010,102829454,1,Y ,8851959002179,WBPโค้ก ส้ม กระป๋อง 325มล P24 ,8851959002131,0,โค้กไม่มีน้ำตาลกลิ่นส้ม325มล ,24,N 
11252,44010,102859409,1,Y ,8850999016887,WBPสิงห์ มะนาวโซดา 330มล P24 ,8850999016863,0,สิงห์เลมอนโซดา330มล. ,24,Y 
11252,44010,102889899,1,Y ,8858998591923,WBPเป๊ปซี่ไม่มีน้ำตาล 1.95ล.P6 ,8858998581818,0,เป๊ปซี่ไม่มีน้ำตาล ขวด1.95ลิตร ,6,Y 
11252,44010,102903559,1,N ,8851959232040,WBPโค้ก เชอรรี กระป๋อง325มลP24 ,8851959132043,0,โค้กไม่มีน้ำตาลเชอร์รี325มล ,24,N 
11252,44010,102911422,1,Y ,8859183522869,คาลพิสแลคโตะโซดาองุ่นเ245 *6 ,8859183522814,0,คาลพิสแลคโตะโซดาองุ่นเคียว245 ,6,Y 
11252,44010,102911422,2,N ,28859183522818,WBPคาลพิสแลคโตะองุ่น245มล P24 ,8859183522814,0,คาลพิสแลคโตะโซดาองุ่นเคียว245 ,24,Y 
11252,44010,102917371,1,N ,8850999018515,WBPสิงห์ ยูซุเลมอนโซดา330มลP24 ,8850999018508,0,สิงห์ยูซุเลมอนโซดา330 มล. ,24,N 
11252,44010,102918522,1,N ,8859408300043,WBP P80ลองก้าลำไยอัดก๊าซ325P12 ,8859408300142,0,P80ลองก้าลำไยสกัดอัดก๊าซ325ML ,12,N 
11252,44010,102948359,1,Y ,8851959003077,BPแฟนต้า องุ่นป๊อบ 1.5ลP12 ,8851959003060,0,แฟนต้า กลิ่นองุ่นป๊อบ 1.5ลิตร ,12,Y 
11252,44010,102951765,1,Y ,8851959002902,WBPโค้ก กระป๋อง 180มล P8x3 ,8851959002896,0,โค้กน้ำตาลน้อย 180มล. แพ็ค8 ,3,Y 
11252,44010,102961294,1,Y ,8850999019130,WBPสิงห์ เรดเลมอนโซดา330มล P24 ,8850999019123,0,สิงห์เรดเลมอนโซดา 330 มล. ,24,Y 
11252,44010,102967032,1,Y ,8851959456019,WBPโค้ก 590มล P12 ,8851959156018,0,โค้ก 590 มล.(DJ) ,12,Y 
11252,44010,102967917,1,N ,8851959443057,WBPโค้ก ไลท์ 1.5ลิตร P12 ,8851959143056,0,โค้กไลท์ 1.5 ลิตร ,12,N 
11252,44010,102972384,1,N ,8851959003312,WBPสไปรท์เลมอนพลัสซีโร่325 P24 ,8851959003305,0,สไปร์ท เลม่อน พลัส 325มล. ,24,N 
11252,44010,102976036,2,N ,8859183522760,คาลพิสซากุระ245 P6 ,8859183522715,0,คาลพิสแลคโตะโซดาพีชซากุระ245มล ,6,Y 
11252,44010,102976036,1,Y ,28859183522719,คาลพิสแลคโตะโซดาพีชซากุระ245มล ,8859183522715,0,คาลพิสแลคโตะโซดาพีชซากุระ245มล ,24,Y 
11252,44010,102996051,1,Y ,8851952111809,WBPเอส โคล่า 1ลิตร P12 ,8851952111076,0,เอส โคล่า 1 ลิตร ,12,Y 
11252,44010,102996052,1,N ,8851952114800,WBPเอส ครีมโซดา 1ล P12 ,8851952114077,0,เอส ครีมโซดา 1 ลิตร ,12,Y 
11252,44010,102996053,1,Y ,8851952113803,WBPเอส ส้ม 1ลิตร P12 ,8851952113070,0,เอส ส้ม 1 ลิตร ,12,Y 
11252,44010,102996054,1,Y ,8851952115807,WBPเอส สตรอ 1ลิตร P12 ,8851952115074,0,เอส สตรอเบอร์รี่ 1 ลิตร ,12,Y 
11252,44010,102996055,1,Y ,8851952112806,WBPเอส โคล่า ซีโร่ 1ลิตร P12 ,8851952112073,0,เอส ไม่มีน้ำตาล 1 ลิตรP12 ,12,Y 
11252,44010,102996056,1,Y ,8851952118808,WBPเอส กามิกาเซ่ 1ลิตร P12 ,8851952118075,0,เอส กามิกาเซ่ ไลม์ 1L ,12,Y 
11252,44010,102996057,1,Y ,8851952117801,WBPเอส เกรปเบอร์รี่ 1ลิตร P12 ,8851952117078,0,เอส เกรปเบอร์รี่+บี 1L ,12,Y 
11252,44010,102996059,1,Y ,8851952111816,WBPเอส โคล่า 1.6ลิตร P12 ,8851952111144,0,เอส โคล่า 1.6 ลิตร ,12,Y 
11252,44010,102996060,1,N ,8851952114817,WBPเอส ครีมโซดา 1.6ลิตร P12 ,8851952114145,0,เอส ครีมโซดา 1.6 ลิตร ,12,Y 
11252,44010,102996061,1,N ,8851952113810,WBPเอส ส้ม 1.6ลิตร P12 ,8851952113148,0,เอส ส้ม 1.6 ลิตร ,12,Y 
11252,44010,102996062,1,N ,8851952115814,WBPเอส สตรอ 1.6ลิตร P12 ,8851952115142,0,เอส สตรอเบอร์รี่ 1.6L ,12,Y 
11252,44010,102996063,1,N ,8851952116811,WBPเอส เลม่อนไลม์ 1.6ล P12 ,8851952116149,0,เอส เลม่อนไลม์ 1.6 ลิตร ,12,Y 
11252,44010,102996064,1,N ,8851952118815,WBPเอส กามิกาเซ่ 1.6ลิตร P12 ,8851952118143,0,เอส กามิกาเซ่ ไลม์ 1.6L ,12,Y 
11252,44010,102996065,1,N ,8851952176815,เอสไม่มีน้ำตาล ครีมโซดา1.6LP12 ,8851952176143,0,เอสปราศจากน้ำตาล ครีมโซดา1.6L ,12,Y 
11252,44010,102996066,1,N ,8851952175818,เอส ปราศจากน้ำตาล ส้ม 1.6L P12 ,8851952175146,0,เอส ปราศจากน้ำตาล ส้ม 1.6 ลิตร ,12,Y 
11252,44010,102996067,1,N ,8851952117818,WBPเอส เกรปเบอร์รี่1.6ลิตร P12 ,8851952117146,0,เอส เกรปเบอร์รี่พลัสบี1.6L ,12,Y 
11252,44010,102998030,1,Y ,8851952111861,WBPเอส โคล่า 360มล P12 ,8851952111854,0,เอส โคล่า 360 มล. ,12,Y 
11252,44010,102999533,1,Y ,8858998573196,เป๊ปซี่ ขวด 330 มล. แพ็ค6 ,8858998581689,0,เป๊ปซี่ ขวด330มล. ,6,Y 
11252,44010,103002064,1,Y ,8851952111526,เอส 325 มล. แพ็ค 6 ,8851952111304,0,เอส โคล่า กระป๋อง 325 มล. ,6,Y 
11252,44010,103002065,1,Y ,8851952112523,เอส ชูการ์ ฟรี 325 มล. แพ็ค 6 ,8851952112301,0,เอส ชูการ์ ฟรี  325 มล. ,6,Y 
11252,44010,103002066,1,Y ,8851952117528,เอสเกรปเบอร์รี่ 325P6 ,8851952117306,0,เอส เกรปเบอร์รี่ วิตามินบี325 ,6,Y 
11252,44010,103041584,1,N ,8858998573189,เป๊ปซี่NO SUGARราสเบอร์รี325P6 ,8858998583454,0,เป๊ปซี่NO SUGAR ราสเบอร์รี325 ,6,N 
11252,44010,103041585,1,N ,8858998574155,มิรินด้ารูทเบียร์325มล. แพค 6 ,8858998584529,0,มิรินด้ารูทเบียร์ 325มล. ,6,N 
11252,44010,103046992,1,Y ,8858998573165,เซเว่น-อัพฟรี เลมอนโซดา325P6 ,8858998583416,0,เซเว่น-อัพฟรี เลมอนโซดา325มล. ,6,Y 
11252,44010,103052422,1,N ,8851959629161,WBPแฟนต้า ส้ม 1.95ลิตร P6 ,8851959129166,0,แฟนต้ารสส้ม ขวด 1.95 ลิตร ,6,Y 
11252,44010,103052541,1,Y ,8858998575091,ลิปตันเลมอนซ่าไม่มีน้ำตาล325P6 ,8858998585410,0,ลิปตันเลมอนซ่าไม่มีน้ำตาล325มล ,6,Y 
11252,44010,103053200,1,Y ,8850999021218,สิงห์บ๊วยเลมอนโซดา 330มลแพ็ค24 ,8850999021201,0,สิงห์บ๊วยเลมอนโซดา  330 มล. ,24,Y 
11252,44010,103058664,1,Y ,8851959001363,WBPแฟนต้า แดงมะนาว 500มล P24 ,8851959001318,0,แฟนต้าแดงมะนาว 500มล. ,24,N 
11252,44010,103067600,1,Y ,8851959001387,WBPแฟนต้า แดงมะนาว 1.5ลิตร P12 ,8851959001332,0,แฟนต้าแดงมะนาว 1.5ล. ,12,N 
11252,44010,103082459,1,N ,8858998573158,เป๊ปซี่ไม่มีน้ำตาลส้ม 325มล.P6 ,8858998583331,0,เป๊ปซี่ไม่มีน้ำตาลส้ม 325มล. ,6,N 
11252,44010,103085618,1,Y ,8851959003855,WBPโค้ก ไม่มีน้ำตาล 180มล P8x3 ,8851959003848,0,โค้ก ไม่มีน้ำตาล 180มล. แพ็ค8 ,3,Y 
11252,44010,103094287,1,Y ,8851959004005,ชเวปป์ซีโร่แมนดารินยูซุ 330P6 ,8851959003985,0,ชเวปป์ซีโร่แมนดารินยูซุ 330มล. ,6,Y 
11252,44010,103114518,1,Y ,8850999023182,สิงห์พิงค์เลม่อนโซดา 330มลP24 ,8850999023175,0,สิงห์พิงค์เลม่อนโซดา 330มล ,24,Y 
11252,44010,103118474,1,N ,8851959004210,โค้กไม่มีน้ำตาลโอรีโอ325P6 ,8851959004203,0,โค้กไม่มีน้ำตาลโอรีโอ325มล ,6,N 
11252,44010,103120222,1,Y ,8851952181529,เอส โคโค่แมนซี่ 325 มล.P6 ,8851952181307,0,เอส โคโค่แมนซี่ 325 มล. ,6,N 
11252,44010,103120224,1,Y ,8851952181802,เอส โคโค่แมนซี่ 1 ลิตรP12 ,8851952181079,0,เอส โคโค่แมนซี่ 1 ลิตร ,12,N 
11252,44010,103120225,1,Y ,8851952181819,เอส โคโค่แมนซี่ 1.6 ลิตรP12 ,8851952181147,0,เอส โคโค่แมนซี่ 1.6 ลิตร ,12,N 
11252,44010,103123094,1,Y ,8851959629178,แฟนต้าสตอเบอรี 1.95 ล. P6 ,8851959129173,0,แฟนต้าสตอเบอรี่ขวด 1.95 ล. ,6,Y 
11252,44010,103134554,1,N ,8855199662070,โค้กสูตรไม่มีน้ำตาล 1.95ลิตรP6 ,8855199162075,0,โค้ก สูตรไม่มีน้ำตาล 1.95ล ,6,N 
11252,44010,103142527,1,N ,8851959004296,ชเวปส์ZSออเร้นท์ทับทิม 330มลP6 ,8851959004272,0,ชเวปส์ZSออเร้นท์ทับทิม 330 มล. ,6,N 
11252,44010,103145531,1,Y ,8859183514864,คาลพิสไวท์สตอเบอร์รี่ 300มล.P6 ,8859183514819,0,คาลพิสไวท์สตอเบอร์รี่ 300 มล. ,6,N 
11252,44010,103145532,1,Y ,8851959241165,แฟนต้าน้ำส้ม 500มล. แพ็ค 24 ,8851959141168,0,แฟนต้าน้ำส้ม 500มิลลิลิตร ,24,Y 
11252,44010,103145533,1,Y ,8851959003039,แฟนต้าน้ำองุ่น 500มล. แพ็ค 24 ,8851959003022,0,แฟนต้าน้ำองุ่น 500มิลลิลิตร ,24,Y 
11252,44010,103158154,1,Y ,8858998575121,ลิปตันซ่าเบอร์รี่เบิร์ส 325P6 ,8858998585519,0,ลิปตันซ่าเบอร์รี่ เบิร์ส 325มล ,6,Y 
11252,44010,103158905,1,N ,8851959004326,โค้กไม่มีน้ำตาลวานิลลา325มล.P6 ,8851959004319,0,โค้กไม่มีน้ำตาลวานิลลา 325มล. ,6,Y 
11252,44010,103163890,1,N ,8858998573288,เป๊ปซี่ อุเมะ 325 มล แพ็ค6 ,8858998583836,0,เป๊ปซี่ อุเมะ กระป๋อง 325 มล. ,6,N 
11252,44010,103163892,1,Y ,8851959004449,แฟนต้าฟรุตพันช์ 1.95ลิตร*6 ,8851959004432,0,แฟนต้าฟรุตพันช์ 1.95 ลิตร ,6,Y 
11252,44010,103166216,1,N ,8858998573219,7-UPไม่มีน้ำตาลสับปะรดพีช32P6 ,8858998583621,0,7-UPไม่มีน้ำตาลสับปะรดพีช 325 ,6,N 
11252,44010,103188250,1,Y ,8851959443255,แฟนต้าลิ้นจี่ 1.5ลิตร P12 ,8851959143254,0,แฟนต้าลิ้นจี่ 1.5ลิตร ,12,Y 
11252,44010,103188741,1,Y ,8858998573226,7UPไม่มีน้ำตาลสตรอ325มล.P6 ,8858998583638,0,7 UPไม่มีน้ำตาลสตรอเบอร์รี่325 ,6,Y 
11252,44010,103191496,1,Y ,8851959004616,แฟนต้าน้ำแดง 180 มล. แพ็ค 12 ,8851959108178,0,แฟนต้าน้ำแดง 180 มล. ,12,Y 
11252,44010,103191497,1,Y ,8851959004623,แฟนต้าน้ำเขียว 180 มล. แพ็ค 12 ,8851959108741,0,แฟนต้าน้ำเขียว 180 มล. ,12,Y 
11252,44010,103191498,1,Y ,8851959004630,สไปรท์ 180 มล. P12 ,8851959108369,0,สไปรท์ 180 มล. ,12,Y 
11252,44010,103207320,1,Y ,8851952185664,WBPเอสอิเล็คทริคกรีน515มล.P24 ,8851952185237,0,เอส อิเล็คทริคกรีน 515มล. ,24,Y 
11252,44010,103207321,1,Y ,8851952185817,WBPเอสอิเล็คทริคกรีน1.6ลิตรP12 ,8851952185145,0,เอส อิเล็คทริคกรีน 1.6ลิตร ,12,Y 
11252,44010,103207322,2,Y ,8851952184537,WBPเอสแฟลชชี่เยลโล่ 325มล.P24 ,8851952184308,0,เอส แฟลชชี่เยลโล่ 325มิลลิลิตร ,24,Y 
11252,44010,103207322,1,Y ,8851952184520,เอสแฟลชชี่เยลโล่ 325มล.P6 ,8851952184308,0,เอส แฟลชชี่เยลโล่ 325มิลลิลิตร ,6,Y 
11252,44010,103207323,1,Y ,8851952184667,WBPเอสแฟลชชี่เยลโล่ 515มล.P24 ,8851952184230,0,เอส แฟลชชี่เยลโล่ 515มิลลิลิตร ,24,Y 
11252,44010,103207324,1,Y ,8851952184810,WBPเอสแฟลชชี่เยลโล่ 1.6ลิตรP12 ,8851952184148,0,เอส แฟลชชี่เยลโล่ 1.6ลิตร ,12,Y 
11252,44010,103211644,1,Y ,8851959004593,WBP_โค้ก น้ำตาลน้อย 2.5ลิตรP6 ,8851959004586,0,โค้ก น้ำตาลน้อย 2.5ลิตร ,6,Y 
11252,44010,103211653,1,N ,8851959241257,WBPแฟนต้าลิ้นจี่ 500มล. P24 ,8851959141250,0,แฟนต้า ลิ้นจี่ 500มิลลิลิตร ,24,N 
11252,44010,103212455,1,Y ,8850999026947,สิงห์เลม่อนครีมโซดา 330มล. P24 ,8850999026930,0,สิงห์เลม่อนครีมโซดา 330มล. ,24,Y 
11252,44010,103213322,1,N ,8855199241169,WBPแฟนต้าน้ำส้ม 500มล.P 24 ,8855199141162,0,แฟนต้าน้ำส้ม 500มิลลิลิตร HT ,24,N 
11252,44010,103213323,1,N ,8855199241183,WBPแฟนต้า ฟรุตพันช์ 500 P24 HT ,8855199141186,0,แฟนต้าเขียว 500มิลลิลิตร HT ,24,N 
11252,44010,103231965,1,Y ,8858998576081,เป๊ปซี่สตรอเบอร์รี&ครีม325มลP6 ,8858998586448,0,เป๊ปซี่ สตรอเบอร์รี&ครีม 325มล ,6,Y 
11252,44010,103232791,1,Y ,8855199241190,แฟนต้าองุ่นป๊อบ 500มล.P24 ,8855199167193,0,แฟนต้าองุ่นป๊อบ 500มิลลิลิตร ,24,N 
11252,44010,103232792,1,Y ,8855199443198,แฟนต้าองุ่นป๊อบ 1.5ลิตรP12 ,8855199143197,0,แฟนต้าองุ่นป๊อบ 1.5ลิตร ,12,N 
11252,44010,103234220,1,Y ,8851959004852,แฟนต้าสับปะรด 325มล. แพ็ค 6 ,8851959004845,0,แฟนต้าสับปะรด 325มิลลิลิตร ,6,Y 
11252,44010,103236601,1,Y ,8851959005071,สไปรท์ชิลล์เลมอนมิ้น 325มล. P6 ,8851959005064,0,สไปรท์ ชิลล์เลมอนมิ้น 325 มล. ,6,Y 
11252,44010,103237323,1,Y ,8851959004944,ชเวปส์ไชน์มัสแคทพีชโซดา330มลP6 ,8851959004920,0,ชเวปส์ ไชน์มัสแคทพีชโซดา330มล. ,6,Y 
11252,44010,103248103,2,Y ,8851952187538,เอสซอลตี้เลมอนเนด 325มล.PACK24 ,8851952187309,0,เอสซอลตี้ เลมอนเนด 325 มล. ,24,Y 
11252,44010,103248103,1,Y ,8851952187521,เอสซอลตี้ เลมอนเนด325 มล.PACK6 ,8851952187309,0,เอสซอลตี้ เลมอนเนด 325 มล. ,6,Y 
11252,44010,103248104,1,N ,8851952187811,เอสซอลตี้เลมอนเนด1.6ลิตรPACK12 ,8851952187149,0,เอสซอลตี้ เลมอนเนด 1.6 ลิตร ,12,Y 
11252,44010,103249101,1,Y ,8858638009290,เซียโล่ ลิ้นจี่โซดา 600มล. X12 ,8858638009245,0,เซียโล่ กลิ่นลิ้นจี่โซดา600มล ,12,Y 
11252,44010,103253393,1,Y ,8858998576098,เป๊ปซี่ช็อกโกแลตดูไบ325มลแพ็ค6 ,8858998586479,0,เป๊ปซี่ ช็อกโกแลต ดูไบ 325 มล. ,6,Y 
11252,44010,103253813,1,N ,8851952134662,เอสซอลตี้ลิ้นจี่พลัส515มล. P24 ,8851952134235,0,เอสซอลตี้ลิ้นจี่พลัส 515 มล. ,24,Y 
11252,44010,103256075,1,Y ,8851959005453,โค้ก ซีโร่ ซีโร่ 325 มล. แพ็ค6 ,8851959005446,0,โค้ก ซีโร่ ซีโร่ 325 มิลลิลิตร ,6,Y 
11252,44010,103256691,1,Y ,8858891311062,ตันซันซูโซดา องุ่น 360 มล.X24 ,8858891309366,0,ตันซันซูโซดา องุ่นเคียวโฮ360มล ,24,Y 
11252,44010,103257125,1,Y ,8858638009320,เซียโล่ กลิ่นพีชโซดา 600มล.X12 ,8858638009276,0,เซียโล่ กลิ่นพีชโซดา 600 มล. ,12,Y 
11252,44010,103257152,1,Y ,8851959005385,แฟนต้าฟลอรัลบลูม 325มล. แพ็ค 6 ,8851959005378,0,แฟนต้าแฟนตาซี ฟลอรัลบลูม325มล. ,6,Y 
11252,44010,103257153,1,Y ,8851959005651,แฟนต้าแฟนตาซี ลาเวนเดอร์1ล.X12 ,8851959005644,0,แฟนต้าแฟนตาซี ลาเวนเดอร์ 1ลิตร ,12,Y 
11252,44010,103258980,1,Y ,8851959422366,WBPสไปร์ท บัดดี้ 250มล. P12 ,8851959122365,0,สไปร์ท บัดดี้ 250มิลลิลิตร ,12,Y 
11252,44020,100507621,1,Y ,8850423001083,WBPเฮลซ์บลูบอยครีมโซดา710มลP12 ,8850423000086,0,น้ำหวานเฮลซ์บลูบอยครีมโซดา710C(M) ,12,Y 
11252,44020,100507622,1,Y ,8850423001090,WBPเฮลซ์บลูบอย สละ 710มล P12 ,8850423000093,0,น้ำหวานเฮลซ์บลูบอย710ซีซีสละ(M) ,12,Y 
11252,44020,100532017,1,Y ,98851012103709,WBPเนสกาแฟเอสเพรสโซ่ 170มล.P30 ,8851012103706,0,เนสกาแฟเอสเพรสโซ่ 170มล. ,30,Y 
11252,44020,100555638,1,Y ,8850660000528,WBPตลาดน้ำ น้ำตาลสด 330มล P6 ,8850660000481,0,น้ำตาลสดตลาดน้ำ330มล.(M) ,6,Y 
11252,44020,100561409,2,Y ,8851123211109,WBPลิโพวิตัน-ดี 100มล P50 ,8851123211024,0,เครื่องดื่มบำรุงกำลังลิโพวิตัน(M) ,50,Y 
11252,44020,100561409,1,Y ,8851123211093,BPเครื่องดื่มลิโพวิตันดี100CCP10(M ,8851123211024,0,เครื่องดื่มบำรุงกำลังลิโพวิตัน(M) ,10,Y 
11252,44020,100561412,2,Y ,8851123211192,แพ็ค50 ลิโพพลัส ,8851123211178,0,ลิโพ-พลัส150CC.ขวดเดี่ยว(M) ,50,Y 
11252,44020,100561412,1,Y ,8851123211185,BPเครื่องดื่มลิโพ_พลัส150CCP10(M) ,8851123211178,0,ลิโพ-พลัส150CC.ขวดเดี่ยว(M) ,10,Y 
11252,44020,100561414,1,N ,8851123212144,WBPเอ็มสปอร์ตเกลือแร่250มล P24 ,8851123212113,0,เอ็มเครื่องดื่มเกลือแร่ 250 มล. ขาว ,24,N 
11252,44020,100561416,1,Y ,8851123212205,WBPเอ็มสปอตพลัสเกลือแร่250 P24 ,8851123212199,0,เอ็มเครื่องดื่มเกลือแร่ พลัส 250 มล. เหลือง ,24,Y 
11252,44020,100561419,1,Y ,8851123215268,BPเครื่องดื่มฉลามขาว150CCP10(M) ,8851123215213,0,เครื่องดื่มบำรุงกำลังฉลามขาว(M) ,10,Y 
11252,44020,100572653,1,Y ,8851123212267,WBPเอ็ม-150 150มล P50 ,8851123212045,0,M-150 150มล. แพ็ค 10 ,5,Y 
11252,44020,100585745,1,Y ,8850250370369,WBPเบอร์ดี้ โรบัสต้า 170มล P30 ,8850250000365,0,เบอร์ดี้ โรบัสต้า 170 มล ,30,Y 
11252,44020,100614783,1,Y ,8850011100303,น้ำแร่มิเนเร่1500CC.P6(M) ,8850011100105,0,มิเนเร่น้ำแร่ธรรมชาติ1.5ลิตร ,6,Y 
11252,44020,100614822,1,Y ,8850294003018,WBPโคฟี่ กาแฟ 720มล P3 ,8850294001014,0,กาแฟปรุงสำเร็จรูปโคฟี่720CC.(M) ,3,Y 
11252,44020,100614841,1,Y ,8852742000129,เครื่องดื่มแรงเยอร์150ML.แพค10 ,8852742000099,0,เครื่องดื่มบำรุงกำลังแรงเยอร์ ,10,Y 
11252,44020,100614841,2,Y ,8852742000198,แพ็ค50 เครื่องดื่ม แรงเยอร์ ,8852742000099,0,เครื่องดื่มบำรุงกำลังแรงเยอร์ ,50,Y 
11252,44020,100752755,2,Y ,18855790000018,WBPคาราบาวแดง 150มล P50 ,8855790000011,0,เครื่องดื่มคาราบาวแดง 150 มล.M ,50,Y 
11252,44020,100752755,1,Y ,8855790000066,เครื่องดื่มคาราบาวแดง 150 มล. แพ็ค 10 ,8855790000011,0,เครื่องดื่มคาราบาวแดง 150 มล.M ,10,Y 
11252,44020,100775277,3,Y ,8854698005074,WBPโออิชิ น้ำผึ้งมะนาว 500มลP6 ,8854698005043,0,โออิชิกรีนทีรสน้ำผึ้งผสมมะนาว(MP) ,6,Y 
11252,44020,100775277,1,Y ,8854698005012,WBPโออิชิ น้ำผึ้งมะนาว500มลP24 ,8854698005043,0,โออิชิกรีนทีรสน้ำผึ้งผสมมะนาว(MP) ,24,Y 
11252,44020,100775277,2,Y ,8854698002127,WBPโออิชิ น้ำผึ้งมะนาว500มลP24 ,8854698005043,0,โออิชิกรีนทีรสน้ำผึ้งผสมมะนาว(MP) ,24,Y 
11252,44020,100775279,1,Y ,8854698005005,WBPโออิชิ ต้นตำรับ 500มล P24 ,8854698005050,0,โออิชิกรีนทีต้นตำรับขวด500ML.(M) ,24,Y 
11252,44020,100775279,3,Y ,8854698005135,WBPโออิชิ ต้นตำรับ 500มล P6 ,8854698005050,0,โออิชิกรีนทีต้นตำรับขวด500ML.(M) ,6,Y 
11252,44020,100775480,1,Y ,8850124025265,WBPเนสกาแฟลาเต้ 170มล.P30 ,8850124025258,0,เนสกาแฟลาเต้ 170มล. ,30,Y 
11252,44020,100821881,3,Y ,8854698005272,WBPโออิชิ ข้าวญี่ปุ่น 500มล P6 ,8854698005289,0,โออิชิชาเขียวญี่ปุ่น500มล.(MP) ,6,Y 
11252,44020,100821881,2,Y ,8854698005388,WBPโออิชิ ข้าวญี่ปุ่น500มล P24 ,8854698005289,0,โออิชิชาเขียวญี่ปุ่น500มล.(MP) ,24,Y 
11252,44020,100821881,1,Y ,8854698005319,WBPโออิชิ ข้าวญี่ปุ่น500มลP24 ,8854698005289,0,โออิชิชาเขียวญี่ปุ่น500มล.(MP) ,24,Y 
11252,44020,100838383,1,N ,18850773110463,WBPดอยคำ น้ำมะเขือเทศ200มลP36 ,8850773110329,0,ดอยน้ำมะเขือเทศ100% 200 มล. ,9,Y 
11252,44020,100865081,1,Y ,8851959222928,WBPมินิทเมดสแปลช น้ำส้ม250 P24 ,8851959122921,0,น้ำส้มมินิดเมดสแปลช250CC.(MP) ,24,Y 
11252,44020,100883597,1,N ,18850773110203,WBPดอยคำ น้ำเสาวรส 200มล P36 ,8850773110336,0,ดอยคำน้ำเสาวรส200มล.P4(MP) ,9,Y 
11252,44020,100929773,1,Y ,8850228010082,WBPสปอนเซอร์ 250มล P24 ,8850228000403,0,สปอนเซอร์250มล.(MP) ,24,Y 
11252,44020,100932037,1,Y ,8850025523389,ยูเอฟซีรีเฟชรน้ำเก็กฮวย 240มล. แพค6 ,8850025523365,0,ยูเอฟซี240มลเก็กฮวย89% ,6,Y 
11252,44020,100977260,1,Y ,8854698006354,WBPโออิชิ ชาดำรสมะนาว500มล P24 ,8854698006347,0,โออิชิไอซ์เลมอนที ,24,Y 
11252,44020,101019822,1,Y ,8850228001578,เพียวริคุฮันนี่เลมอน 350P 6 ,8850228001561,0,PURIKU TEA HONEY LEMON350ML ,6,N 
11252,44020,101046328,1,Y ,8850228001073,เพียวริคุ เก๊กฮวย 350 มล. P6 ,8850228001028,0,เพียวริคุคูลเก๊กฮวย 350 มล ,6,Y 
11252,44020,101061613,1,Y ,8850228001349,เพียวริคุมิกซ์เบอร์รี่ 350P6 ,8850228001318,0,เพียวริคุมิกซ์เบอร์รี่ 350มล. ,6,Y 
11252,44020,101130969,1,Y ,8850389104057,BPบิวตี้ดริ้ง360มล.ใยอาหารP6 ,8850389103371,0,บิวติดริงค์ เอส-ลิม 360 มล. ,6,Y 
11252,44020,101131021,1,Y ,8850389104668,BPบิวตี้ดริ้ง360มล.คอลลาเจนP6 ,8850389103388,0,บิวติดริงค์ คอลลาสกิน 360 มล. ,6,Y 
11252,44020,101136005,1,N ,8851959248942,มินิทเมดพัลพิส้ม335มล. แพค24 ,8851959748947,0,มิินิทเมด พัลพิ 335 ม.ล แพ็ค 4 ,24,N 
11252,44020,101158082,1,Y ,8850228001622,เครื่องดื่มเรดดี้ 150 มล. แพ็ค 10 ขวด ,8850228001615,0,เครื่องดื่มเรดดี้ 150 มล. เดี่ยว ,10,Y 
11252,44020,101158082,2,Y ,8850228011140,เรดดี้โกจิเบอร์รี่150มล. P50 ,8850228001615,0,เครื่องดื่มเรดดี้ 150 มล. เดี่ยว ,50,Y 
11252,44020,101373448,1,Y ,8850250376019,WBPเบอร์ดี้ เอสเปรสโซ170มล P30 ,8850250006015,0,เบอร์ดี้ เอสเปรสโซ 170 มล ,30,Y 
11252,44020,101678696,1,Y ,8855096000067,ตรานายเสนอ ชาดำเย็นโบราณ 720P3 ,8855096000012,0,ตรานายเสนอ ชาดำเย็นโบราณ 720 มล. ,3,N 
11252,44020,101872786,1,Y ,8850294003056,WBPโคฟี่ กระเจี๊ยบ 720มล P3 ,8850294001052,0,โคฟี่กระเจี๊ยบ ,3,Y 
11252,44020,101872788,1,Y ,8850294003063,WBPโคฟี่ บ๊วย 720มล P3 ,8850294001069,0,โคฟีน้ำบ๊วย ,3,Y 
11252,44020,101872858,1,Y ,8855096000050,นายเสนอ โอเลี้ยงโบราณ 720 มล.แพ็ค 12 ,8855096000005,0,นายเสนอ โอเลี้ยงโบราณ 720 มล.เดี่ยว ,12,N 
11252,44020,101872864,1,Y ,8851993338050,น้ำดื่มตราช้าง 600 มล. แพ็ค ,8851993338012,0,น้ำดื่มตราช้าง 600 มล. เดี่ยว ,12,Y 
